"";"date";"temperature";"humidite";"ID"
"1";2016-01-01;11,25;91,125;2016
"2";2016-01-02;11,725;80,75;2016
"3";2016-01-03;9,30000000000002;74,5;2016
"4";2016-01-04;10,2125;80,625;2016
"5";2016-01-05;9,52500000000003;71,625;2016
"6";2016-01-06;7,80000000000002;75;2016
"7";2016-01-07;10,85;79,875;2016
"8";2016-01-08;9,96250000000002;87,625;2016
"9";2016-01-09;11,1;89,75;2016
"10";2016-01-10;11,025;94;2016
"11";2016-01-11;10,3125;76;2016
"12";2016-01-12;9,52500000000002;62,125;2016
"13";2016-01-13;7,48750000000001;60,375;2016
"14";2016-01-14;7,12500000000002;70,75;2016
"15";2016-01-15;6,46250000000003;55,75;2016
"16";2016-01-16;5,35000000000002;41;2016
"17";2016-01-17;5,05000000000002;48,375;2016
"18";2016-01-18;2,78750000000003;72,5;2016
"19";2016-01-19;5,35000000000002;88,125;2016
"20";2016-01-20;7,10000000000002;87,25;2016
"21";2016-01-21;5,82500000000002;75,125;2016
"22";2016-01-22;4,88750000000002;80;2016
"23";2016-01-23;8,70000000000002;85,5;2016
"24";2016-01-24;7,62500000000003;80,75;2016
"25";2016-01-25;9,48750000000002;85,25;2016
"26";2016-01-26;10,9;86,375;2016
"27";2016-01-27;11,675;78,75;2016
"28";2016-01-28;12,6625;88,25;2016
"29";2016-01-29;11,9375;80,5;2016
"30";2016-01-30;9,70000000000004;78,25;2016
"31";2016-01-31;13,75;68,875;2016
"32";2016-02-01;15,95;56,875;2016
"33";2016-02-02;11,4125;71,625;2016
"34";2016-02-03;12,425;52,5;2016
"35";2016-02-04;8,96250000000003;50;2016
"36";2016-02-05;9,46250000000002;73;2016
"37";2016-02-06;12,0625;86,75;2016
"38";2016-02-07;11,8375;71,625;2016
"39";2016-02-08;11,7375;68,25;2016
"40";2016-02-09;9,56250000000002;83,625;2016
"41";2016-02-10;7,88750000000003;65,75;2016
"42";2016-02-11;7,91250000000002;70,25;2016
"43";2016-02-12;7,92500000000002;85,25;2016
"44";2016-02-13;12,025;69,25;2016
"45";2016-02-14;11,65;63,875;2016
"46";2016-02-15;8,71250000000002;53,875;2016
"47";2016-02-16;7,9857142857143;48,2857142857143;2016
"48";2016-02-17;4,62500000000003;64,875;2016
"49";2016-02-18;6,85000000000002;68;2016
"50";2016-02-19;8,47500000000002;45,5;2016
"51";2016-02-20;9,15000000000003;59,875;2016
"52";2016-02-21;10,7125;74,75;2016
"53";2016-02-22;11,6125;79,25;2016
"54";2016-02-23;13,1;64,125;2016
"55";2016-02-24;11,0375;73,25;2016
"56";2016-02-25;10,625;73,625;2016
"57";2016-02-26;7,50000000000003;67,125;2016
"58";2016-02-27;8,21250000000003;89,25;2016
"59";2016-02-28;9,07500000000002;79,5;2016
"60";2016-02-29;10,0875;52,125;2016
"61";2016-03-01;9,80000000000001;41;2016
"62";2016-03-02;12,225;59,875;2016
"63";2016-03-03;10,6375;51,875;2016
"64";2016-03-04;10,5;74,625;2016
"65";2016-03-05;9,82500000000002;60;2016
"66";2016-03-06;7,70000000000003;51,5;2016
"67";2016-03-07;7,60000000000002;59,875;2016
"68";2016-03-08;7,40000000000003;42,25;2016
"69";2016-03-09;4,96250000000001;66,25;2016
"70";2016-03-10;8,03750000000003;67;2016
"71";2016-03-11;10,0875;51,75;2016
"72";2016-03-12;10,0125;52,125;2016
"73";2016-03-13;9,72500000000002;53,75;2016
"74";2016-03-14;10,9375;61,875;2016
"75";2016-03-15;11,925;66,875;2016
"76";2016-03-16;8,58750000000002;64,625;2016
"77";2016-03-17;7,40000000000002;84,75;2016
"78";2016-03-18;10,2625;70,5;2016
"79";2016-03-19;8,73750000000002;81,375;2016
"80";2016-03-20;10,625;87,875;2016
"81";2016-03-21;12,1125;68,875;2016
"82";2016-03-22;12,675;49,5;2016
"83";2016-03-23;12,6875;40,5;2016
"84";2016-03-24;13,3125;40,375;2016
"85";2016-03-25;12,1375;56,375;2016
"86";2016-03-26;12,775;63,25;2016
"87";2016-03-27;11,6;83,75;2016
"88";2016-03-28;10,525;84,375;2016
"89";2016-03-29;12,1125;80,25;2016
"90";2016-03-30;13,3375;86,375;2016
"91";2016-03-31;14,025;77,125;2016
"92";2016-04-01;10,525;73,5;2016
"93";2016-04-02;12,1875;86,75;2016
"94";2016-04-03;13,8625;85,375;2016
"95";2016-04-04;13,85;90,25;2016
"96";2016-04-05;14,025;91,25;2016
"97";2016-04-06;16,3875;60,5;2016
"98";2016-04-07;14,7375;46,75;2016
"99";2016-04-08;12,45;43,5;2016
"100";2016-04-09;14,3;42,625;2016
"101";2016-04-10;12,65;74,5;2016
"102";2016-04-11;14,3625;85;2016
"103";2016-04-12;14,4125;83,875;2016
"104";2016-04-13;14,6625;77;2016
"105";2016-04-14;13,8;65,875;2016
"106";2016-04-15;14,9625;77;2016
"107";2016-04-16;16,1875;81,625;2016
"108";2016-04-17;16,6375;67,25;2016
"109";2016-04-18;13,9625;47,875;2016
"110";2016-04-19;14,4125;46,625;2016
"111";2016-04-20;15,3375;56;2016
"112";2016-04-21;14,6125;77,375;2016
"113";2016-04-22;15,375;76,75;2016
"114";2016-04-23;17,2125;52,875;2016
"115";2016-04-24;13,75;41,125;2016
"116";2016-04-25;13,075;38,25;2016
"117";2016-04-26;13,6125;50,5;2016
"118";2016-04-27;14,0625;42,125;2016
"119";2016-04-28;13,5125;42,625;2016
"120";2016-04-29;13,025;49,25;2016
"121";2016-04-30;11,775;69;2016
"122";2016-05-01;12,325;40,5;2016
"123";2016-05-02;17,3375;38,125;2016
"124";2016-05-03;19,2142857142857;35,4285714285714;2016
"125";2016-05-04;17,3875;35,875;2016
"126";2016-05-05;14,9875;62,125;2016
"127";2016-05-06;15,3125;74,25;2016
"128";2016-05-07;16,375;70,75;2016
"129";2016-05-08;14,4375;84,375;2016
"130";2016-05-09;15,6571428571429;85,1428571428571;2016
"131";2016-05-10;16,025;88,375;2016
"132";2016-05-11;15,1875;88,5;2016
"133";2016-05-12;15,9375;70,875;2016
"134";2016-05-13;16,375;64,875;2016
"135";2016-05-14;20,45;46;2016
"136";2016-05-15;17,7285714285714;46;2016
"137";2016-05-16;16,7375;43,75;2016
"138";2016-05-17;17,4857142857143;48,1428571428571;2016
"139";2016-05-18;16,0285714285714;81;2016
"140";2016-05-19;17,5125;51;2016
"141";2016-05-20;18,675;52,75;2016
"142";2016-05-21;18,2285714285714;73,5714285714286;2016
"143";2016-05-22;15,9875;83,125;2016
"144";2016-05-23;16;50,25;2016
"145";2016-05-24;15,575;58,375;2016
"146";2016-05-25;16,3125;77,5;2016
"147";2016-05-26;17,4125;70;2016
"148";2016-05-27;19,1125;66;2016
"149";2016-05-28;18,5375;81,875;2016
"150";2016-05-29;18,8125;68;2016
"151";2016-05-30;19,5428571428572;55,2857142857143;2016
"152";2016-05-31;17,05;67,75;2016
"153";2016-06-01;16,925;72,625;2016
"154";2016-06-02;20,2714285714286;61;2016
"155";2016-06-03;19,85;70,375;2016
"156";2016-06-04;19,7875;73,125;2016
"157";2016-06-05;20,6875;67,125;2016
"158";2016-06-06;20,7875;69;2016
"159";2016-06-07;22,7875;71;2016
"160";2016-06-08;24,3125;59,75;2016
"161";2016-06-09;24,9375;43,375;2016
"162";2016-06-10;21,2125;63,25;2016
"163";2016-06-11;22,75;52,875;2016
"164";2016-06-12;23,1142857142857;41,7142857142857;2016
"165";2016-06-13;22,3125;55,75;2016
"166";2016-06-14;21;48,625;2016
"167";2016-06-15;18,8625;64,625;2016
"168";2016-06-16;19,75;64,25;2016
"169";2016-06-17;18,425;62,125;2016
"170";2016-06-18;18,2857142857143;64,2857142857143;2016
"171";2016-06-19;21,5875;43,25;2016
"172";2016-06-20;22,275;44;2016
"173";2016-06-21;22,7125;58,875;2016
"174";2016-06-22;21,7625;73,5;2016
"175";2016-06-23;21,975;63,125;2016
"176";2016-06-24;24,35;54,625;2016
"177";2016-06-25;27,7375;42,25;2016
"178";2016-06-26;24,75;39,625;2016
"179";2016-06-27;24,7375;38,375;2016
"180";2016-06-28;23,4875;56,75;2016
"181";2016-06-29;21,575;81,75;2016
"182";2016-06-30;23,5125;72,75;2016
"183";2016-07-01;24,0875;62,75;2016
"184";2016-07-02;24,8875;59,375;2016
"185";2016-07-03;24,8875;39,25;2016
"186";2016-07-04;24,6875;46,25;2016
"187";2016-07-05;26,625;52,125;2016
"188";2016-07-06;26,7;43,125;2016
"189";2016-07-07;25,9;44,75;2016
"190";2016-07-08;24,8625;69;2016
"191";2016-07-09;27,9375;49;2016
"192";2016-07-10;25,1428571428572;65,7142857142857;2016
"193";2016-07-11;24,6625;77,875;2016
"194";2016-07-12;24,825;61,375;2016
"195";2016-07-13;21,95;39;2016
"196";2016-07-14;19,7875;42,625;2016
"197";2016-07-15;22,375;33,75;2016
"198";2016-07-16;23,4;35,375;2016
"199";2016-07-17;22,5875;50;2016
"200";2016-07-18;20,0125;81;2016
"201";2016-07-19;21;73,125;2016
"202";2016-07-20;21,725;71,75;2016
"203";2016-07-21;24,6;77,375;2016
"204";2016-07-22;23,35;77;2016
"205";2016-07-23;23,8125;62,5;2016
"206";2016-07-24;25,9;52,375;2016
"207";2016-07-25;27,375;47,75;2016
"208";2016-07-26;29,2375;39,75;2016
"209";2016-07-27;28,2;42,625;2016
"210";2016-07-28;27,225;45,5;2016
"211";2016-07-29;25,925;55,75;2016
"212";2016-07-30;23,9;82,25;2016
"213";2016-07-31;25,075;63,375;2016
