"";"date";"temperature";"humidite"
"1";2012-01-01 00:00:00;15,3;68
"2";2012-01-01 03:00:00;14,4;72
"3";2012-01-01 06:00:00;12,9;78
"4";2012-01-01 09:00:00;14,5;74
"5";2012-01-01 12:00:00;18,2;60
"6";2012-01-01 15:00:00;18,3;59
"7";2012-01-01 18:00:00;11,9;84
"8";2012-01-01 21:00:00;8,60000000000002;89
"9";2012-01-02 00:00:00;8,30000000000001;97
"10";2012-01-02 03:00:00;10,8;98
"11";2012-01-02 06:00:00;11;92
"12";2012-01-02 09:00:00;NA;NA
"13";2012-01-02 12:00:00;11,7;77
"14";2012-01-02 15:00:00;13;61
"15";2012-01-02 18:00:00;10,1;65
"16";2012-01-02 21:00:00;10,1;56
"17";2012-01-03 00:00:00;9,20000000000005;55
"18";2012-01-03 03:00:00;6,20000000000005;61
"19";2012-01-03 06:00:00;5,10000000000002;75
"20";2012-01-03 09:00:00;6,80000000000001;77
"21";2012-01-03 12:00:00;13,8;51
"22";2012-01-03 15:00:00;14,6;54
"23";2012-01-03 18:00:00;10,8;68
"24";2012-01-03 21:00:00;8,70000000000005;77
"25";2012-01-04 00:00:00;9,40000000000003;76
"26";2012-01-04 03:00:00;9,20000000000005;75
"27";2012-01-04 06:00:00;7,10000000000002;84
"28";2012-01-04 09:00:00;13,7;56
"29";2012-01-04 12:00:00;14,8;34
"30";2012-01-04 15:00:00;13,6;39
"31";2012-01-04 18:00:00;10,6;47
"32";2012-01-04 21:00:00;10,2;49
"33";2012-01-05 00:00:00;9,90000000000003;56
"34";2012-01-05 03:00:00;10,5;59
"35";2012-01-05 06:00:00;11,6;57
"36";2012-01-05 09:00:00;12,8;58
"37";2012-01-05 12:00:00;13,7;60
"38";2012-01-05 15:00:00;15;57
"39";2012-01-05 18:00:00;15,1;59
"40";2012-01-05 21:00:00;15,6;48
"41";2012-01-06 00:00:00;13,5;35
"42";2012-01-06 03:00:00;10,3;41
"43";2012-01-06 06:00:00;9,60000000000002;50
"44";2012-01-06 09:00:00;10,6;47
"45";2012-01-06 12:00:00;13,4;31
"46";2012-01-06 15:00:00;12,5;30
"47";2012-01-06 18:00:00;8,90000000000003;36
"48";2012-01-06 21:00:00;7,90000000000003;43
"49";2012-01-07 00:00:00;7,20000000000005;51
"50";2012-01-07 03:00:00;5,30000000000001;54
"51";2012-01-07 06:00:00;4,60000000000002;55
"52";2012-01-07 09:00:00;7,10000000000002;56
"53";2012-01-07 12:00:00;13,7;48
"54";2012-01-07 15:00:00;13,8;52
"55";2012-01-07 18:00:00;11,8;58
"56";2012-01-07 21:00:00;11;63
"57";2012-01-08 00:00:00;9,40000000000003;68
"58";2012-01-08 03:00:00;8,30000000000001;71
"59";2012-01-08 06:00:00;9,30000000000001;62
"60";2012-01-08 09:00:00;11;63
"61";2012-01-08 12:00:00;15,4;40
"62";2012-01-08 15:00:00;13,8;46
"63";2012-01-08 18:00:00;9,5;63
"64";2012-01-08 21:00:00;5,40000000000003;75
"65";2012-01-09 00:00:00;4,40000000000003;74
"66";2012-01-09 03:00:00;6;66
"67";2012-01-09 06:00:00;5,90000000000003;66
"68";2012-01-09 09:00:00;8,40000000000003;59
"69";2012-01-09 12:00:00;13,7;35
"70";2012-01-09 15:00:00;13,9;33
"71";2012-01-09 18:00:00;9,30000000000001;48
"72";2012-01-09 21:00:00;5,90000000000003;63
"73";2012-01-10 00:00:00;5,20000000000005;72
"74";2012-01-10 03:00:00;2,70000000000005;84
"75";2012-01-10 06:00:00;3,5;76
"76";2012-01-10 09:00:00;7,60000000000002;70
"77";2012-01-10 12:00:00;15;38
"78";2012-01-10 15:00:00;15,7;41
"79";2012-01-10 18:00:00;NA;NA
"80";2012-01-10 21:00:00;8;64
"81";2012-01-11 00:00:00;6,70000000000005;70
"82";2012-01-11 03:00:00;3,80000000000001;81
"83";2012-01-11 06:00:00;3,60000000000002;82
"84";2012-01-11 09:00:00;6,60000000000002;78
"85";2012-01-11 12:00:00;11,3;63
"86";2012-01-11 15:00:00;12,7;63
"87";2012-01-11 18:00:00;7,40000000000003;83
"88";2012-01-11 21:00:00;3,70000000000005;92
"89";2012-01-12 00:00:00;3,5;95
"90";2012-01-12 03:00:00;2,60000000000002;94
"91";2012-01-12 06:00:00;-0,299999999999955;94
"92";2012-01-12 09:00:00;1,60000000000002;96
"93";2012-01-12 12:00:00;9,10000000000002;71
"94";2012-01-12 15:00:00;9,60000000000002;73
