"";"date";"temperature";"humidite";"ID"
"1";2017-01-01;6,77500000000002;79,375;2017
"2";2017-01-02;7,07500000000002;76,5;2017
"3";2017-01-03;4,92500000000003;60,125;2017
"4";2017-01-04;3,81250000000001;53,875;2017
"5";2017-01-05;5,87500000000001;48,75;2017
"6";2017-01-06;2,77500000000002;43,125;2017
"7";2017-01-07;1,02500000000002;45,125;2017
"8";2017-01-08;5,30000000000003;57,25;2017
"9";2017-01-09;3,98750000000001;59,375;2017
"10";2017-01-10;4,50000000000002;80,875;2017
"11";2017-01-11;6,38750000000003;70,875;2017
"12";2017-01-12;8,01250000000002;78,375;2017
"13";2017-01-13;8,26250000000002;51,375;2017
"14";2017-01-14;6,21250000000002;42,5;2017
"15";2017-01-15;4,35000000000002;52;2017
"16";2017-01-16;3,42500000000002;48;2017
"17";2017-01-17;1,77142857142859;40,1428571428571;2017
"18";2017-01-18;0,325000000000017;49,75;2017
"19";2017-01-19;0,975000000000023;56,625;2017
"20";2017-01-20;4,00000000000003;54,25;2017
"21";2017-01-21;5,90000000000002;51,375;2017
"22";2017-01-22;4,68750000000002;68,125;2017
"23";2017-01-23;6,12500000000002;73,125;2017
"24";2017-01-24;2,98750000000003;57,375;2017
"25";2017-01-25;1,43750000000002;66,125;2017
"26";2017-01-26;3,56250000000002;93;2017
"27";2017-01-27;11,0125;79,75;2017
"28";2017-01-28;9,67500000000002;87,125;2017
"29";2017-01-29;7,71250000000002;87,375;2017
"30";2017-01-30;8,07500000000002;87,125;2017
"31";2017-01-31;9,92500000000003;92,75;2017
"32";2017-02-01;11,9875;92,25;2017
"33";2017-02-02;12,8;86,875;2017
"34";2017-02-03;7,88750000000002;82,75;2017
"35";2017-02-04;10,9875;67,5;2017
"36";2017-02-05;9,35000000000002;76,875;2017
"37";2017-02-06;10,475;46,875;2017
"38";2017-02-07;9,31250000000003;58;2017
"39";2017-02-08;10,625;48,625;2017
"40";2017-02-09;8,55000000000002;56,75;2017
"41";2017-02-10;7,80000000000002;79,5;2017
"42";2017-02-11;10,375;81,5;2017
